CODVIA,NOMVIA,NUMERO,NOM_ACTIVITAT,TIPUS,CATEGORIA,LAT,LNG,WEBSITE,TELEFON,HORARI,FONT,BARRI,DISTRICTE,ADRECA,CCAE
,c. del Sol,102,3F CONSULTORES,activitat_econòmica,"Activitats de comptabilitat, tenidoria de llibres, auditoria i assessoria fiscal",41.5433,2.10952,,,,sabadellempresa.cat,EL CENTRE,1,"c. del Sol, 102 Bxs","Activitats de comptabilitat, tenidoria de llibres, auditoria i assessoria fiscal"
,c. de Garcilaso,111,5 PASSES,activitat_econòmica,Altres activitats d'educació ncaa,41.5491,2.10139,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Garcilaso, 111 Bxs 3a",Altres activitats d'educació ncaa
,pg. de la Plaça Major,51,A C I ASSOCIATS 93,activitat_econòmica,Activitats d'agents i corredors d'assegurances,41.5479,2.10845,,,,sabadellempresa.cat,EL CENTRE,1,"pg. de la Plaça Major, 51 1r",Activitats d'agents i corredors d'assegurances
,c. de Calderón,90,A COLORIS,activitat_econòmica,Educació relacionada amb la cultura,41.5473,2.10294,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Calderón, 90 Bxs",Educació relacionada amb la cultura
,c. de Capmany,22,A HIGUERAS DECORACIÓ,activitat_econòmica,"Comerç al detall de catifes, moquetes i revestiments de parets i terres en estab",41.5492,2.10719,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Capmany, 22 Bxs","Comerç al detall de catifes, moquetes i revestiments de parets i terres en establiments especialitzats"
,c. del Marquès de Comillas,31,AAF INTERNACIONAL,activitat_econòmica,Comerç a l'engròs d'altres tipus de maquinària i equips,41.5407,2.11547,,,,sabadellempresa.cat,EL CENTRE,1,"c. del Marquès de Comillas, 31 Bxs 1a",Comerç a l'engròs d'altres tipus de maquinària i equips
,c. del Convent,21,AB ARMENTERAS BLANCO ADVOCATS,activitat_econòmica,Activitats jurídiques,41.5504,2.1087,,,,sabadellempresa.cat,EL CENTRE,1,"c. del Convent, 21 Bxs 1a",Activitats jurídiques
,c. de Sallarès i Pla,7,ABACUS,activitat_econòmica,Comerç a l'engròs d'altres articles d'ús domèstic,41.5459,2.1121,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sallarès i Pla, 7 Bxs",Comerç a l'engròs d'altres articles d'ús domèstic
,c. de l' Estrella,128,ABORA,activitat_econòmica,Activitats de medicina especialitzada,41.5427,2.10732,,,,sabadellempresa.cat,EL CENTRE,1,"c. de l' Estrella, 128 B 1r 2a",Activitats de medicina especialitzada
,rda. de Ponent,43,ABRAHAM MARTINEZ,activitat_econòmica,Confecció d'altres peces de vestir exteriors,41.5476,2.10298,,,,sabadellempresa.cat,HOSTAFRANCS,1,"rda. de Ponent, 43 Bxs 2a",Confecció d'altres peces de vestir exteriors
,c. d' Àngel Guimerà,2,ACCIIS CONSULTING GROUP,activitat_econòmica,Activitats jurídiques,41.5457,2.09942,,,,sabadellempresa.cat,EL CENTRE,1,"c. d' Àngel Guimerà, 2 1r 1a",Activitats jurídiques
,ctra. de Barcelona,189,ACTIVA MUTUA 2008,activitat_econòmica,"Assegurances, excepte assegurances de vida",41.5449,2.1095,,,,sabadellempresa.cat,EL CENTRE,1,"ctra. de Barcelona, 189 Bxs 2a","Assegurances, excepte assegurances de vida"
,c. de les Tres Creus,82,ACTIVITY,activitat_econòmica,Perruqueria i altres tractaments de bellesa,41.5395,2.10697,,,,sabadellempresa.cat,EL CENTRE,1,"c. de les Tres Creus, 82 Bxs",Perruqueria i altres tractaments de bellesa
,pg. de Manresa,1,ACTORIS TALLER D'ADVOCATS,activitat_econòmica,Activitats jurídiques,41.5461,2.11217,,,,sabadellempresa.cat,EL CENTRE,1,"pg. de Manresa, 1 3r 1a",Activitats jurídiques
,c. de Gràcia,51,ADAI,activitat_econòmica,"Comerç al detall de mobles, aparells d'il·luminació i d'altres articles d'ús dom",41.5482,2.10842,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Gràcia, 51 Bxs 7a","Comerç al detall de mobles, aparells d'il·luminació i d'altres articles d'ús domèstic en establiments especialitzats"
,ctra. de Terrassa,2,ADAN TATTOO,activitat_econòmica,Altres activitats de serveis personals ncaa,41.5477,2.10702,,,,sabadellempresa.cat,EL CENTRE,1,"ctra. de Terrassa, 2 Bxs 2a",Altres activitats de serveis personals ncaa
,Rambla,154,ADELA PALOP,activitat_econòmica,Comerç al detall de peces de vestir en establiments especialitzats,41.546,2.10605,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 154 Bxs",Comerç al detall de peces de vestir en establiments especialitzats
,via de Massagué,34,ADETE,activitat_econòmica,Comerç al detall de peces de vestir en establiments especialitzats,41.5436,2.10295,,,,sabadellempresa.cat,EL CENTRE,1,"via de Massagué, 34 Bxs Dta",Comerç al detall de peces de vestir en establiments especialitzats
,ctra. de Terrassa,48,ADEUR SEGURETAT,activitat_econòmica,Comerç al detall d'electrodomèstics en establiments especialitzats,41.5419,2.11116,,,,sabadellempresa.cat,EL CENTRE,1,"ctra. de Terrassa, 48 Bxs 2a",Comerç al detall d'electrodomèstics en establiments especialitzats
,via de Massagué,43,ADMINISTRACIO NUM. 13,activitat_econòmica,Comerç al detall de productes de tabac en establiments especialitzats,41.5503,2.10759,,,,sabadellempresa.cat,EL CENTRE,1,"via de Massagué, 43 Bxs",Comerç al detall de productes de tabac en establiments especialitzats
,c. de l' Advocat Cirera,24,ADUHO,activitat_econòmica,Perruqueria i altres tractaments de bellesa,41.5441,2.10129,,,,sabadellempresa.cat,EL CENTRE,1,"c. de l' Advocat Cirera, 24 Bxs",Perruqueria i altres tractaments de bellesa
,c. de Joan Plans,27,ADVENTIA,activitat_econòmica,Construcció d'edificis residencials,41.5505,2.10729,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Joan Plans, 27 Bxs 4a",Construcció d'edificis residencials
,Rambla,139,ADVOCADA / MARCH & ASSOCIATS ASSESSORS,activitat_econòmica,Activitats jurídiques,41.5459,2.10736,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 139 2n",Activitats jurídiques
,c. de la República,6,ADVOCATS CAMPS,activitat_econòmica,Activitats jurídiques,41.5451,2.10033,,,,sabadellempresa.cat,EL CENTRE,1,"c. de la República, 6 Bxs 1a",Activitats jurídiques
,rda. de Zamenhof,149,AEGON,activitat_econòmica,Activitats d'agents i corredors d'assegurances,41.5423,2.11122,,,,sabadellempresa.cat,EL CENTRE,1,"rda. de Zamenhof, 149 Bxs 2a",Activitats d'agents i corredors d'assegurances
,Rambla,151,AG 25,activitat_econòmica,Comerç al detall de peces de vestir en establiments especialitzats,41.5425,2.11089,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 151 Bxs 2a",Comerç al detall de peces de vestir en establiments especialitzats
,c. de Montserrat,22,AGPER ASSESSORIA D'EMPRESES,activitat_econòmica,Activitats jurídiques,41.5456,2.11011,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Montserrat, 22 Bxs",Activitats jurídiques
,Rambla,143,AGROPATRIMONIAL,activitat_econòmica,Promoció immobiliària,41.5421,2.11134,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 143 1r 2a",Promoció immobiliària
,c. de Gràcia,12,AGUSTI PERRUQUERS,activitat_econòmica,Perruqueria i altres tractaments de bellesa,41.5431,2.10949,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Gràcia, 12 1r",Perruqueria i altres tractaments de bellesa
,c. de Sant Quirze,11,AIGUA DE MAR,activitat_econòmica,Comerç al detall de peces de vestir en establiments especialitzats,41.5431,2.10949,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Quirze, 11 Bxs",Comerç al detall de peces de vestir en establiments especialitzats
,c. de Joaquín Costa,50,AINA CAR,activitat_econòmica,Lloguer d'automòbils i vehicles de motor lleugers,41.5422,2.11127,,,,sabadellempresa.cat,HOSTAFRANCS,1,"c. de Joaquín Costa, 50 Bxs",Lloguer d'automòbils i vehicles de motor lleugers
,c. d' Alfons Sala,149,AL PAN PAN,activitat_econòmica,"Comerç al detall de pa i productes de fleca, confiteria i pastisseria en establi",41.5474,2.1075,,,,sabadellempresa.cat,COVADONGA,1,"c. d' Alfons Sala, 149 Bxs 2a","Comerç al detall de pa i productes de fleca, confiteria i pastisseria en establiments especialitzats"
,c. de Sant Llorenç,41,ALARCON GRUPO,activitat_econòmica,Activitats de neteja ncaa,41.5466,2.10735,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Llorenç, 41 2n 2a",Activitats de neteja ncaa
,c. de les Paus,32,ALAYUL,activitat_econòmica,Perruqueria i altres tractaments de bellesa,41.5477,2.11191,,,,sabadellempresa.cat,EL CENTRE,1,"c. de les Paus, 32 Bxs",Perruqueria i altres tractaments de bellesa
,c. de Zurbano,7,ALBIO TRASPORTS BCN SL,activitat_econòmica,"Transport de mercaderies per carretera, excepte servei de mudances",41.5466,2.09669,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Zurbano, 7 Ent 4a","Transport de mercaderies per carretera, excepte servei de mudances"
,Rambla,84,ALE-HOP,activitat_econòmica,"Comerç al detall de ferreteria, pintures i vidre en establiments especialitzats",41.5466,2.11644,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 84 Bxs","Comerç al detall de ferreteria, pintures i vidre en establiments especialitzats"
,c. de Montserrat,5,ALONSO CENTRE MEDIC DENTAL,activitat_econòmica,Activitats odontològiques,41.5474,2.11198,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Montserrat, 5 B Bxs",Activitats odontològiques
,c. del Vallès,65,ALPEZ COLOCACIONES SL,activitat_econòmica,Revestiments de terres i parets,41.5502,2.11099,,,,sabadellempresa.cat,EL CENTRE,1,"c. del Vallès, 65 Bxs 5a",Revestiments de terres i parets
,Rambla,182,AMETLLER ORIGEN,activitat_econòmica,"Comerç al detall, amb predomini de productes alimentaris, begudes i tabac en est",41.5408,2.1109,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 182 Bxs","Comerç al detall, amb predomini de productes alimentaris, begudes i tabac en establiments no especialitzats"
,c. de Bonavista,67,AMORTIGUADORES BONAVENTURA,activitat_econòmica,Manteniment i reparació de vehicles de motor,41.5439,2.11019,,,,sabadellempresa.cat,COVADONGA,1,"c. de Bonavista, 67 Bxs",Manteniment i reparació de vehicles de motor
,Rambla,107,AMPLIFON,activitat_econòmica,Comerç al detall d'articles mèdics i ortopèdics en establiments especialitzats,41.5432,2.11006,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 107 Bxs",Comerç al detall d'articles mèdics i ortopèdics en establiments especialitzats
,c. de Joaquín Costa,94,AN RE NO,activitat_econòmica,Altres tipus de comerç al detall en establiments no especialitzats,41.5478,2.10038,,,,sabadellempresa.cat,HOSTAFRANCS,1,"c. de Joaquín Costa, 94 Bxs",Altres tipus de comerç al detall en establiments no especialitzats
,pg. de la Plaça Major,24,ANDANA CAFE BAR,activitat_econòmica,Establiments de begudes,41.5488,2.10747,,,,sabadellempresa.cat,EL CENTRE,1,"pg. de la Plaça Major, 24 Bxs",Establiments de begudes
,c. de les Valls,41,ANDRES ABOGADOS,activitat_econòmica,Activitats jurídiques,41.5407,2.11178,,,,sabadellempresa.cat,EL CENTRE,1,"c. de les Valls, 41 2n 1a",Activitats jurídiques
,pl. del Mercat,1,ANDREU XARCUTERIA I DEGUSTACIO P. 235-236 / 278-282,activitat_econòmica,Comerç al detall de carn i productes carnis en establiments especialitzats,41.5475,2.11795,,,,sabadellempresa.cat,EL CENTRE,1,"pl. del Mercat, 1 Bxs",Comerç al detall de carn i productes carnis en establiments especialitzats
,c. de Sant Cugat,16,ANGELS MOYA ESTILISTES,activitat_econòmica,Perruqueria i altres tractaments de bellesa,41.5434,2.11071,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Cugat, 16 Bxs 2a",Perruqueria i altres tractaments de bellesa
,c. de Gràcia,48,ANNA BUILS PERRUQUERS,activitat_econòmica,Perruqueria i altres tractaments de bellesa,41.5478,2.09612,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Gràcia, 48E Bxs",Perruqueria i altres tractaments de bellesa
,c. de les Tres Creus,111,ANNA FERRER,activitat_econòmica,Perruqueria i altres tractaments de bellesa,41.5473,2.10898,,,,sabadellempresa.cat,EL CENTRE,1,"c. de les Tres Creus, 111 Bxs 1a",Perruqueria i altres tractaments de bellesa
,c. de Calderón,5,ANNA Q,activitat_econòmica,Comerç al detall de peces de vestir en establiments especialitzats,41.5482,2.10716,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Calderón, 5 Bxs Esq",Comerç al detall de peces de vestir en establiments especialitzats
,c. de Sant Baldomer,64,APARCAMENT ESCLAT,activitat_econòmica,Activitats afins al transport terrestre,41.5473,2.1055,,,,sabadellempresa.cat,HOSTAFRANCS,1,"c. de Sant Baldomer, 64 Bxs",Activitats afins al transport terrestre
,c. de Gurrea,4,APARCAMENT MUR,activitat_econòmica,Activitats afins al transport terrestre,41.5458,2.10536,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Gurrea, 4 S01 74a",Activitats afins al transport terrestre
,c. de les Paus,79,APLICACIONS C M ELECTRONICA SL,activitat_econòmica,Serveis tècnics d'enginyeria i altres activitats relacionades amb l'assessoramen,41.5477,2.10702,,,,sabadellempresa.cat,EL CENTRE,1,"c. de les Paus, 79 Bxs 1a",Serveis tècnics d'enginyeria i altres activitats relacionades amb l'assessorament tècnic
,c. de Garcilaso,46,AQHUAPC,activitat_econòmica,Activitats de programació informàtica,41.5485,2.10653,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Garcilaso, 46 Bxs",Activitats de programació informàtica
,rda. de Ponent,143,ARAUTO SABADELL,activitat_econòmica,Manteniment i reparació de vehicles de motor,41.5462,2.11376,,,,sabadellempresa.cat,HOSTAFRANCS,1,"rda. de Ponent, 143 Bxs",Manteniment i reparació de vehicles de motor
,c. de l' Illa,41,ARKI TECNIX CREATIUS,activitat_econòmica,Serveis tècnics d'arquitectura,41.5481,2.10651,,,,sabadellempresa.cat,EL CENTRE,1,"c. de l' Illa, 41 Bxs",Serveis tècnics d'arquitectura
,via de Massagué,75,AROMES DE SABADELL,activitat_econòmica,Establiments de begudes,41.5427,2.11139,,,,sabadellempresa.cat,EL CENTRE,1,"via de Massagué, 75 Bxs",Establiments de begudes
,rda. de Ponent,92,ARQUINTERIOR,activitat_econòmica,"Comerç al detall de mobles, aparells d'il·luminació i d'altres articles d'ús dom",41.551,2.11211,,,,sabadellempresa.cat,EL CENTRE,1,"rda. de Ponent, 92 Bxs 4a","Comerç al detall de mobles, aparells d'il·luminació i d'altres articles d'ús domèstic en establiments especialitzats"
,c. del Doctor Puig,34,ARQUITECTURA I PAISSATGISME,activitat_econòmica,Serveis tècnics d'arquitectura,41.5503,2.10497,,,,sabadellempresa.cat,EL CENTRE,1,"c. del Doctor Puig, 34 2n 2a",Serveis tècnics d'arquitectura
,Rambla,178,ARREGLOS ROBA I PELL,activitat_econòmica,Reparació d'efectes personals i articles d'ús domèstic ncaa,41.5483,2.09862,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 178 Bxs 5a",Reparació d'efectes personals i articles d'ús domèstic ncaa
,c. de Torras i Bages,25,ARRENDAMENTS L C SCP,activitat_econòmica,Lloguer de béns immobiliaris per compte propi,41.5454,2.1085,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Torras i Bages, 25 1 Bxs 1a",Lloguer de béns immobiliaris per compte propi
,c. de les Tres Creus,105,ART BO,activitat_econòmica,"Comerç al detall de pa i productes de fleca, confiteria i pastisseria en establi",41.5487,2.11306,,,,sabadellempresa.cat,EL CENTRE,1,"c. de les Tres Creus, 105 Bxs 2a","Comerç al detall de pa i productes de fleca, confiteria i pastisseria en establiments especialitzats"
,c. de Capmany,96,ARTQUADERNA,activitat_econòmica,Enquadernació i activitats dels serveis que s'hi relacionen,41.5487,2.11306,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Capmany, 96 Bxs",Enquadernació i activitats dels serveis que s'hi relacionen
,c. de Sant Llorenç,80,ASINCO,activitat_econòmica,"Activitats de comptabilitat, tenidoria de llibres, auditoria i assessoria fiscal",41.5512,2.10677,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Llorenç, 80 Bxs","Activitats de comptabilitat, tenidoria de llibres, auditoria i assessoria fiscal"
,c. de l' Horta Novella,93,ASSEGURANCES DAUDER,activitat_econòmica,Activitats d'agents i corredors d'assegurances,41.5473,2.0993,,,,sabadellempresa.cat,EL CENTRE,1,"c. de l' Horta Novella, 93 Bxs",Activitats d'agents i corredors d'assegurances
,c. del Convent,50,ASSESSORIA,activitat_econòmica,"Activitats de comptabilitat, tenidoria de llibres, auditoria i assessoria fiscal",41.5493,2.10911,,,,sabadellempresa.cat,EL CENTRE,1,"c. del Convent, 50 Bxs 1a","Activitats de comptabilitat, tenidoria de llibres, auditoria i assessoria fiscal"
,c. de l' Estació,56,ASSESSORIA D EMPRESES M ALVAREZ SL,activitat_econòmica,"Activitats de comptabilitat, tenidoria de llibres, auditoria i assessoria fiscal",41.5409,2.11164,,,,sabadellempresa.cat,EL CENTRE,1,"c. de l' Estació, 56 1r 2a","Activitats de comptabilitat, tenidoria de llibres, auditoria i assessoria fiscal"
,c. de Felip Benessat,32,ASSESSORIA JURIDICA,activitat_econòmica,Activitats jurídiques,41.546,2.10477,,,,sabadellempresa.cat,COVADONGA,1,"c. de Felip Benessat, 32 Bxs 1a",Activitats jurídiques
,c. de Sant Cristòfol,6,ASSESSORIA MARTI,activitat_econòmica,Serveis administratius combinats,41.5462,2.11341,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Cristòfol, 6 Bxs",Serveis administratius combinats
,pg. de la Plaça Major,21,ASSESSORIA MONFER,activitat_econòmica,"Activitats de comptabilitat, tenidoria de llibres, auditoria i assessoria fiscal",41.5466,2.10053,,,,sabadellempresa.cat,EL CENTRE,1,"pg. de la Plaça Major, 21 1r 1a","Activitats de comptabilitat, tenidoria de llibres, auditoria i assessoria fiscal"
,c. de Gràcia,101,ASSISTENCIA SANITARIA,activitat_econòmica,"Assegurances, excepte assegurances de vida",41.5512,2.10619,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Gràcia, 101 Bxs","Assegurances, excepte assegurances de vida"
,ctra. de Terrassa,76,ASTON & AUDREY INVERSIONS SL,activitat_econòmica,Promoció immobiliària,41.5467,2.11192,,,,sabadellempresa.cat,EL CENTRE,1,"ctra. de Terrassa, 76 Bxs 2a",Promoció immobiliària
,rda. de Ponent,172,ATELIER DESCANS,activitat_econòmica,"Comerç al detall de mobles, aparells d'il·luminació i d'altres articles d'ús dom",41.5436,2.10425,,,,sabadellempresa.cat,EL CENTRE,1,"rda. de Ponent, 172 Bxs","Comerç al detall de mobles, aparells d'il·luminació i d'altres articles d'ús domèstic en establiments especialitzats"
,c. d' Àngel Guimerà,1,ATENCIO LEGAL ADVOCATS MEDIADORS,activitat_econòmica,Activitats jurídiques,41.5509,2.10854,,,,sabadellempresa.cat,EL CENTRE,1,"c. d' Àngel Guimerà, 1 Ent",Activitats jurídiques
,c. de Gràcia,185,ATLANTIDA VIATGES,activitat_econòmica,Activitats de les agències de viatges,41.5472,2.11503,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Gràcia, 185 Bxs",Activitats de les agències de viatges
,Rambla,75,ATLANTIS,activitat_econòmica,Activitats d'agents i corredors d'assegurances,41.5528,2.11394,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 75 Bxs",Activitats d'agents i corredors d'assegurances
,c. de Joan Plans,38,ATTICA,activitat_econòmica,Establiments de begudes,41.5468,2.11083,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Joan Plans, 38 Bxs",Establiments de begudes
,c. de Portugal,61,AUREP DOS SL,activitat_econòmica,Reparació de maquinària,41.5473,2.10851,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Portugal, 61 Bxs",Reparació de maquinària
,c. de Covadonga,491,AUTO TALLER COVADONGA,activitat_econòmica,Manteniment i reparació de vehicles de motor,41.5463,2.10588,,,,sabadellempresa.cat,COVADONGA,1,"c. de Covadonga, 491 Bxs",Manteniment i reparació de vehicles de motor
,c. de l' Estació,67,AUTOBUSOS INTERURBAN,activitat_econòmica,Activitats afins al transport terrestre,41.5488,2.10612,,,,sabadellempresa.cat,EL CENTRE,1,"c. de l' Estació, 67 Bxs",Activitats afins al transport terrestre
,c. de les Valls,41,AUTODANI 301 SL,activitat_econòmica,Venda d'automòbils i vehicles de motor lleuger,41.5443,2.10052,,,,sabadellempresa.cat,EL CENTRE,1,"c. de les Valls, 41 3r 3a",Venda d'automòbils i vehicles de motor lleuger
,c. de Prat de la Riba,57,AUTOESCOLA L'ASFALT,activitat_econòmica,Activitats de les escoles de conducció i pilotatge,41.5492,2.09871,,,,sabadellempresa.cat,HOSTAFRANCS,1,"c. de Prat de la Riba, 57 Bxs 9a",Activitats de les escoles de conducció i pilotatge
,av. de Rafael Casanova,22,AUTOSPA,activitat_econòmica,Manteniment i reparació de vehicles de motor,41.5448,2.10956,,,,sabadellempresa.cat,HOSTAFRANCS,1,"av. de Rafael Casanova, 22 Bxs",Manteniment i reparació de vehicles de motor
,c. de Joaquín Costa,65,AUTOTALLER SOLA,activitat_econòmica,Manteniment i reparació de vehicles de motor,41.5508,2.10428,,,,sabadellempresa.cat,HOSTAFRANCS,1,"c. de Joaquín Costa, 65 Bxs",Manteniment i reparació de vehicles de motor
,c. de l' Estrella,110,AVAN,activitat_econòmica,Activitats de medicina especialitzada,41.5442,2.11035,,,,sabadellempresa.cat,EL CENTRE,1,"c. de l' Estrella, 110 Bxs",Activitats de medicina especialitzada
,pl. del Mercat,1,AVIRAM FERMI P. 138-139 / 206-207,activitat_econòmica,Comerç al detall de carn i productes carnis en establiments especialitzats,41.5453,2.10045,,,,sabadellempresa.cat,EL CENTRE,1,"pl. del Mercat, 1 Bxs",Comerç al detall de carn i productes carnis en establiments especialitzats
,c. de Lacy,21,B. G. ADVOCATS ASSOCIATS,activitat_econòmica,Activitats jurídiques,41.542,2.10587,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Lacy, 21 Bxs 1a",Activitats jurídiques
,c. de Marià Fortuny,13,BALBOA,activitat_econòmica,Establiments de begudes,41.5442,2.10109,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Marià Fortuny, 13 Bxs",Establiments de begudes
,pl. de Catalunya,1,BANC SABADELL,activitat_econòmica,Serveis administratius combinats,41.5418,2.1196,,,,sabadellempresa.cat,EL CENTRE,1,"pl. de Catalunya, 1 Bxs",Serveis administratius combinats
,pl. de Catalunya,1,BANC SABADELL,activitat_econòmica,Agències de publicitat,41.5482,2.10716,,,,sabadellempresa.cat,EL CENTRE,1,"pl. de Catalunya, 1 6è",Agències de publicitat
,pl. del Mercat,1,BANC SABADELL - MERCAT CENTRAL,activitat_econòmica,Altres tipus de mediació monetària,41.5504,2.09566,,,,sabadellempresa.cat,EL CENTRE,1,"pl. del Mercat, 1 Bxs",Altres tipus de mediació monetària
,c. de Sant Josep,2,BAR ART ENEU,activitat_econòmica,Establiments de begudes,41.5468,2.09468,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Josep, 2 Bxs",Establiments de begudes
,c. de Sant Antoni Maria Claret,17,BAR CAFETERIA,activitat_econòmica,Establiments de begudes,41.547,2.09631,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Antoni Maria Claret, 17 Bxs 1a",Establiments de begudes
,c. de Sant Pau,33,BAR COMERCIAL 2,activitat_econòmica,Establiments de begudes,41.547,2.10327,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Pau, 33 Bxs",Establiments de begudes
,c. de la Indústria,2,BAR INDUSTRIA,activitat_econòmica,Establiments de begudes,41.5473,2.1055,,,,sabadellempresa.cat,EL CENTRE,1,"c. de la Indústria, 2 Bxs DR",Establiments de begudes
,c. d' Alfons Sala,147,BAR PISCIS,activitat_econòmica,Establiments de begudes,41.5448,2.10975,,,,sabadellempresa.cat,COVADONGA,1,"c. d' Alfons Sala, 147 Bxs 2a",Establiments de begudes
,c. d' Alfons Sala,149,BAR PITA,activitat_econòmica,Establiments de begudes,41.5442,2.11099,,,,sabadellempresa.cat,COVADONGA,1,"c. d' Alfons Sala, 149 Bxs 3a",Establiments de begudes
,c. de les Tres Creus,119,BAR RESTAURANT TRES CREUS,activitat_econòmica,Restaurants i establiments de menjars,41.5486,2.10882,,,,sabadellempresa.cat,EL CENTRE,1,"c. de les Tres Creus, 119 Bxs 5a",Restaurants i establiments de menjars
,c. de Vilarrúbias,48,BAR RESTAURANT VILARRUBIAS,activitat_econòmica,Restaurants i establiments de menjars,41.5497,2.09875,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Vilarrúbias, 48 Bxs",Restaurants i establiments de menjars
,c. de Ferran Casablancas,50,BARNA FLUID,activitat_econòmica,Comerç a l'engròs no especialitzat,41.5497,2.09875,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Ferran Casablancas, 50 Bxs",Comerç a l'engròs no especialitzat
,c. de la República,50,BASAR PERFECTE DE QIU,activitat_econòmica,Altres tipus de comerç al detall en establiments no especialitzats,41.5497,2.09875,,,,sabadellempresa.cat,EL CENTRE,1,"c. de la República, 50 Bxs",Altres tipus de comerç al detall en establiments no especialitzats
,Rambla,120,BAZAR EL REGALO,activitat_econòmica,Comerç al detall d'equips d'àudio i vídeo en establiments especialitzats,41.5473,2.1055,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 120 Bxs 2a",Comerç al detall d'equips d'àudio i vídeo en establiments especialitzats
,c. de Llonch,9,BCN PROJECTA ASSOCIATS SL,activitat_econòmica,Activitats de programació informàtica,41.5476,2.10997,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Llonch, 9 1r 2a",Activitats de programació informàtica
,c. d' Arimon,2,BDP STUDIO SL,activitat_econòmica,Serveis tècnics d'enginyeria i altres activitats relacionades amb l'assessoramen,41.5466,2.10965,,,,sabadellempresa.cat,EL CENTRE,1,"c. d' Arimon, 2D 5è 1a",Serveis tècnics d'enginyeria i altres activitats relacionades amb l'assessorament tècnic
,rda. de Ponent,59,BED'S,activitat_econòmica,"Comerç al detall de mobles, aparells d'il·luminació i d'altres articles d'ús dom",41.547,2.11625,,,,sabadellempresa.cat,HOSTAFRANCS,1,"rda. de Ponent, 59 Bxs C","Comerç al detall de mobles, aparells d'il·luminació i d'altres articles d'ús domèstic en establiments especialitzats"
,c. de Calderón,62,BELEN ESCUDE ESTILISTES,activitat_econòmica,Perruqueria i altres tractaments de bellesa,41.5449,2.10816,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Calderón, 62 Bxs",Perruqueria i altres tractaments de bellesa
,c. de Colom,48,BELLVER CONSULTA DE PODOLOGIA,activitat_econòmica,Altres activitats sanitàries,41.547,2.11007,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Colom, 48 Bxs 5a",Altres activitats sanitàries
,c. de Clavé,16,BETATEC,activitat_econòmica,Serveis tècnics d'enginyeria i altres activitats relacionades amb l'assessoramen,41.5468,2.11634,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Clavé, 16 2n",Serveis tècnics d'enginyeria i altres activitats relacionades amb l'assessorament tècnic
,pg. de la Plaça Major,38,BETHS HAIR,activitat_econòmica,Comerç al detall de productes cosmètics i higiènics en establiments especialitza,41.5466,2.11644,,,,sabadellempresa.cat,EL CENTRE,1,"pg. de la Plaça Major, 38 Bxs 1a",Comerç al detall de productes cosmètics i higiènics en establiments especialitzats
